source.message,dataset,timestamp,$workers.truncated,$workers.event.request.url,$workers.event.request.method,$workers.event.request.path,$workers.event.request.search.batch,$workers.event.request.search.size,$workers.event.request.search.chatId,$workers.outcome,$workers.scriptName,$workers.eventType,$workers.executionModel,$workers.scriptVersion.id,$workers.requestId,$metadata.id,$metadata.requestId,$metadata.trigger,$metadata.service,$metadata.message,$metadata.account,$metadata.type,$metadata.fingerprint,$metadata.origin,$metadata.messageTemplate,$metadata.startTime,$metadata.endTime,$metadata.now,links
[33m[2026-01-26T14:31:04.337] [INFO] - [Running gramJS version 2.26.21][0m,cloudflare-workers,2026-01-26T14:31:04.337Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWN2,9c40b5642869a562,POST /process-media,telegram-processor,[33m[2026-01-26T14:31:04.337] [INFO] - [Running gramJS version 2.26.21][0m,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[33m[<*>.<*>] [INFO] - [<*> <*> <*> <*>.<*>.<*>][0m,undefined,undefined,undefined,[]
[Processor] Starting media processing for message 2140,cloudflare-workers,2026-01-26T14:31:04.328Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWN1,9c40b5642869a562,POST /process-media,telegram-processor,[Processor] Starting media processing for message 2140,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] <*> <*> <*> for message <*>,undefined,undefined,undefined,[]
[Processor] Starting media processing for message 2140 with detailed logging,cloudflare-workers,2026-01-26T14:31:04.328Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWN0,9c40b5642869a562,POST /process-media,telegram-processor,[Processor] Starting media processing for message 2140 with detailed logging,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Starting media processing for message <*> with detailed logging,undefined,undefined,undefined,[]
[Processor Batch] Processing item 4/5: 2140,cloudflare-workers,2026-01-26T14:31:04.328Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWMZ,9c40b5642869a562,POST /process-media,telegram-processor,[Processor Batch] Processing item 4/5: 2140,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor Batch] Processing item <*>/5: <*>,undefined,undefined,undefined,[]
[Processor] Media processing completed for message 2139,cloudflare-workers,2026-01-26T14:31:04.318Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWMY,9c40b5642869a562,POST /process-media,telegram-processor,[Processor] Media processing completed for message 2139,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] <*> <*> <*> for message <*>,undefined,undefined,undefined,[]
[Processor] Saved media record for message 13280,cloudflare-workers,2026-01-26T14:31:04.318Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWMX,9c40b5642869a562,POST /process-media,telegram-processor,[Processor] Saved media record for message 13280,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] <*> <*> <*> for message <*>,undefined,undefined,undefined,[]
"[Processor] SUCCESS: DB updated for message 2139, 1 rows affected",cloudflare-workers,2026-01-26T14:31:04.296Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWMW,9c40b5642869a562,POST /process-media,telegram-processor,"[Processor] SUCCESS: DB updated for message 2139, 1 rows affected",203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] SUCCESS: DB updated for message <*> 1 rows affected,undefined,undefined,undefined,[]
"[DB] Message 2139 updated, changes: 1",cloudflare-workers,2026-01-26T14:31:04.296Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWMV,9c40b5642869a562,POST /process-media,telegram-processor,"[DB] Message 2139 updated, changes: 1",203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,"[DB] Message <*> updated, changes: 1",undefined,undefined,undefined,[]
[Persistence] Updated Msg 2139: changes=1,cloudflare-workers,2026-01-26T14:31:04.296Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWMT,9c40b5642869a562,POST /process-media,telegram-processor,[Persistence] Updated Msg 2139: changes=1,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Persistence] Updated Msg <*>: changes=1,undefined,undefined,undefined,[]
[Processor] PRE-CHECK PASSED: Message found:,cloudflare-workers,2026-01-26T14:31:04.279Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWMS,9c40b5642869a562,POST /process-media,telegram-processor,[Processor] PRE-CHECK PASSED: Message found:,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] PRE-CHECK PASSED: Message found:,undefined,undefined,undefined,[]
[Processor] DB Update Parameters:,cloudflare-workers,2026-01-26T14:31:04.266Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWMR,9c40b5642869a562,POST /process-media,telegram-processor,[Processor] DB Update Parameters:,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] DB Update Parameters:,undefined,undefined,undefined,[]
[Processor] Updating DB for message 2139 with key: media/-1002312202692_2139_1769437849865.jpg,cloudflare-workers,2026-01-26T14:31:04.266Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWMQ,9c40b5642869a562,POST /process-media,telegram-processor,[Processor] Updating DB for message 2139 with key: media/-1002312202692_2139_1769437849865.jpg,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Updating DB for message <*> with key: media/<DOMAIN>,undefined,undefined,undefined,[]
[Processor] Successfully uploaded to R2: media/-1002312202692_2139_1769437849865.jpg,cloudflare-workers,2026-01-26T14:31:04.266Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWMP,9c40b5642869a562,POST /process-media,telegram-processor,[Processor] Successfully uploaded to R2: media/-1002312202692_2139_1769437849865.jpg,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Successfully uploaded to R2: media/<DOMAIN>,undefined,undefined,undefined,[]
[33m[2026-01-26T14:31:03.992] [INFO] - [connection closed][0m,cloudflare-workers,2026-01-26T14:31:03.992Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWMN,9c40b5642869a562,POST /process-media,telegram-processor,[33m[2026-01-26T14:31:03.992] [INFO] - [connection closed][0m,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[33m[<*>.<*>] [INFO] - [connection closed][0m,undefined,undefined,undefined,[]
[33m[2026-01-26T14:31:03.992] [INFO] - [Disconnecting from 149.154.167.92:443/TCPFull...][0m,cloudflare-workers,2026-01-26T14:31:03.992Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWMM,9c40b5642869a562,POST /process-media,telegram-processor,[33m[2026-01-26T14:31:03.992] [INFO] - [Disconnecting from 149.154.167.92:443/TCPFull...][0m,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[33m[<*>.<*>] [INFO] - [<*> <*> <IP4>:443/TCPFull...][0m,undefined,undefined,undefined,[]
[35m[2026-01-26T14:31:03.992] [WARN] - [Disconnecting...][0m,cloudflare-workers,2026-01-26T14:31:03.992Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWMK,9c40b5642869a562,POST /process-media,telegram-processor,[35m[2026-01-26T14:31:03.992] [WARN] - [Disconnecting...][0m,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[35m[<*>.<*>] [WARN] - [Disconnecting...][0m,undefined,undefined,undefined,[]
