source.message,dataset,timestamp,$workers.truncated,$workers.event.request.url,$workers.event.request.method,$workers.event.request.path,$workers.event.request.search.batch,$workers.event.request.search.size,$workers.event.request.search.chatId,$workers.outcome,$workers.scriptName,$workers.eventType,$workers.executionModel,$workers.scriptVersion.id,$workers.requestId,$metadata.id,$metadata.requestId,$metadata.trigger,$metadata.service,$metadata.message,$metadata.account,$metadata.type,$metadata.fingerprint,$metadata.origin,$metadata.messageTemplate,$metadata.startTime,$metadata.endTime,$metadata.now,links
"[Processor] Remaining count query: 
    SELECT COUNT(*) as count FROM messages 
    WHERE (media_status = 'pending' OR media_status = 'failed')
   AND chat_id = ? with params:",cloudflare-workers,2026-01-26T14:32:20.259Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJH3E2FHB0YWXFNA21TH,9c40b5642869a562,POST /process-media,telegram-processor,"[Processor] Remaining count query: 
    SELECT COUNT(*) as count FROM messages 
    WHERE (media_status = 'pending' OR media_status = 'failed')
   AND chat_id = ? with params:",203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,"[Processor] Remaining count query: 
    SELECT COUNT(*) as count FROM messages 
    WHERE (media_status = 'pending' OR media_status = 'failed')
   AND chat_id = ? with params:",undefined,undefined,undefined,[]
[Processor] Media processing completed for message 2141,cloudflare-workers,2026-01-26T14:32:20.252Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJGWKW8VN2DQ3FNWQVM9,9c40b5642869a562,POST /process-media,telegram-processor,[Processor] Media processing completed for message 2141,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] <*> <*> <*> for message <*>,undefined,undefined,undefined,[]
[Processor] Saved media record for message 13278,cloudflare-workers,2026-01-26T14:32:20.252Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJGWKW8VN2DQ3FNWQVM8,9c40b5642869a562,POST /process-media,telegram-processor,[Processor] Saved media record for message 13278,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] <*> <*> <*> for message <*>,undefined,undefined,undefined,[]
"[Processor] SUCCESS: DB updated for message 2141, 1 rows affected",cloudflare-workers,2026-01-26T14:32:20.236Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJGCRXGRNQVMSDQ8MAF7,9c40b5642869a562,POST /process-media,telegram-processor,"[Processor] SUCCESS: DB updated for message 2141, 1 rows affected",203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] SUCCESS: DB updated for message <*> 1 rows affected,undefined,undefined,undefined,[]
"[DB] Message 2141 updated, changes: 1",cloudflare-workers,2026-01-26T14:32:20.236Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJGCRXGRNQVMSDQ8MAF6,9c40b5642869a562,POST /process-media,telegram-processor,"[DB] Message 2141 updated, changes: 1",203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,"[DB] Message <*> updated, changes: 1",undefined,undefined,undefined,[]
[Persistence] Updated Msg 2141: changes=1,cloudflare-workers,2026-01-26T14:32:20.236Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJGCRXGRNQVMSDQ8MAF5,9c40b5642869a562,POST /process-media,telegram-processor,[Persistence] Updated Msg 2141: changes=1,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Persistence] Updated Msg <*>: changes=1,undefined,undefined,undefined,[]
[Processor] PRE-CHECK PASSED: Message found:,cloudflare-workers,2026-01-26T14:32:20.220Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFW705GHYMQA2AJGGWW,9c40b5642869a562,POST /process-media,telegram-processor,[Processor] PRE-CHECK PASSED: Message found:,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] PRE-CHECK PASSED: Message found:,undefined,undefined,undefined,[]
[Processor] DB Update Parameters:,cloudflare-workers,2026-01-26T14:32:20.209Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFHJ2D94PHZ3HTAT16W,9c40b5642869a562,POST /process-media,telegram-processor,[Processor] DB Update Parameters:,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] DB Update Parameters:,undefined,undefined,undefined,[]
[Processor] Updating DB for message 2141 with key: media/-1002312202692_2141_1769437910671.jpg,cloudflare-workers,2026-01-26T14:32:20.209Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFHJ2D94PHZ3HTAT16V,9c40b5642869a562,POST /process-media,telegram-processor,[Processor] Updating DB for message 2141 with key: media/-1002312202692_2141_1769437910671.jpg,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Updating DB for message <*> with key: media/<DOMAIN>,undefined,undefined,undefined,[]
[Processor] Successfully uploaded to R2: media/-1002312202692_2141_1769437910671.jpg,cloudflare-workers,2026-01-26T14:32:20.209Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFHJ2D94PHZ3HTAT16T,9c40b5642869a562,POST /process-media,telegram-processor,[Processor] Successfully uploaded to R2: media/-1002312202692_2141_1769437910671.jpg,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Successfully uploaded to R2: media/<DOMAIN>,undefined,undefined,undefined,[]
[33m[2026-01-26T14:32:19.950] [INFO] - [connection closed][0m,cloudflare-workers,2026-01-26T14:32:19.950Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWPZ,9c40b5642869a562,POST /process-media,telegram-processor,[33m[2026-01-26T14:32:19.950] [INFO] - [connection closed][0m,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[33m[<*>.<*>] [INFO] - [connection closed][0m,undefined,undefined,undefined,[]
[33m[2026-01-26T14:32:19.950] [INFO] - [Disconnecting from 149.154.167.92:443/TCPFull...][0m,cloudflare-workers,2026-01-26T14:32:19.950Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWPY,9c40b5642869a562,POST /process-media,telegram-processor,[33m[2026-01-26T14:32:19.950] [INFO] - [Disconnecting from 149.154.167.92:443/TCPFull...][0m,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[33m[<*>.<*>] [INFO] - [<*> <*> <IP4>:443/TCPFull...][0m,undefined,undefined,undefined,[]
[35m[2026-01-26T14:32:19.950] [WARN] - [Disconnecting...][0m,cloudflare-workers,2026-01-26T14:32:19.950Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWPX,9c40b5642869a562,POST /process-media,telegram-processor,[35m[2026-01-26T14:32:19.950] [WARN] - [Disconnecting...][0m,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[35m[<*>.<*>] [WARN] - [Disconnecting...][0m,undefined,undefined,undefined,[]
"[Processor] Concurrent request detected for processing_-1002312202692, returning 429",cloudflare-workers,2026-01-26T14:32:00.196Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b7993a2da562,01KFXBFYY44TJ8DS6D1TMYT2N9,9c40b7993a2da562,POST /process-media,telegram-processor,"[Processor] Concurrent request detected for processing_-1002312202692, returning 429",203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,"[Processor] Concurrent request detected for processing_-1002312202692, returning 429",undefined,undefined,undefined,[]
[Processor Auth] Internal key validated successfully,cloudflare-workers,2026-01-26T14:32:00.196Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b7993a2da562,01KFXBFYY44TJ8DS6D1TMYT2N8,9c40b7993a2da562,POST /process-media,telegram-processor,[Processor Auth] Internal key validated successfully,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor Auth] <*> <*> <*> <*>,undefined,undefined,undefined,[]
[Processor Auth] DEBUG - Comparing internal keys:,cloudflare-workers,2026-01-26T14:32:00.196Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b7993a2da562,01KFXBFYY44TJ8DS6D1TMYT2N7,9c40b7993a2da562,POST /process-media,telegram-processor,[Processor Auth] DEBUG - Comparing internal keys:,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor Auth] <*> - <*> <*> <*>,undefined,undefined,undefined,[]
[Processor Auth] POST /process-media - Headers:,cloudflare-workers,2026-01-26T14:32:00.196Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b7993a2da562,01KFXBFYY44TJ8DS6D1TMYT2N6,9c40b7993a2da562,POST /process-media,telegram-processor,[Processor Auth] POST /process-media - Headers:,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor Auth] POST /process-media - Headers:,undefined,undefined,undefined,[]
POST https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,cloudflare-workers,2026-01-26T14:32:00.196Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b7993a2da562,01KFXBFYY44TJ8DS6D1TMYT2N5,9c40b7993a2da562,POST /process-media,telegram-processor,POST https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,203c9046dbec2f39202104306918550f,cf-worker-event,7fce9afb66a6319e3f32e392a8b02a1a,fetch,POST https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,undefined,undefined,undefined,[]
[Processor] Uploading to R2: media/-1002312202692_2141_1769437910671.jpg,cloudflare-workers,2026-01-26T14:31:50.671Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWPW,9c40b5642869a562,POST /process-media,telegram-processor,[Processor] Uploading to R2: media/-1002312202692_2141_1769437910671.jpg,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Uploading to R2: media/<DOMAIN>,undefined,undefined,undefined,[]
[Processor] Successfully downloaded media (53487 bytes),cloudflare-workers,2026-01-26T14:31:50.671Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWPV,9c40b5642869a562,POST /process-media,telegram-processor,[Processor] Successfully downloaded media (53487 bytes),203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Successfully downloaded media (<*> bytes),undefined,undefined,undefined,[]
[33m[2026-01-26T14:31:49.108] [INFO] - [Exporting authorization for data center 149.154.167.92 with layer 198][0m,cloudflare-workers,2026-01-26T14:31:49.108Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWPT,9c40b5642869a562,POST /process-media,telegram-processor,[33m[2026-01-26T14:31:49.108] [INFO] - [Exporting authorization for data center 149.154.167.92 with layer 198][0m,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[33m[<*>.<*>] [INFO] - [Exporting authorization for data center <IP4> with layer 198][0m,undefined,undefined,undefined,[]
[33m[2026-01-26T14:31:49.108] [INFO] - [Connection to 149.154.167.92:443/TCPFull complete!][0m,cloudflare-workers,2026-01-26T14:31:49.108Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWPS,9c40b5642869a562,POST /process-media,telegram-processor,[33m[2026-01-26T14:31:49.108] [INFO] - [Connection to 149.154.167.92:443/TCPFull complete!][0m,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[33m[<*>.<*>] [INFO] - [Connection to <IP4>:443/TCPFull complete!][0m,undefined,undefined,undefined,[]
[33m[2026-01-26T14:31:47.131] [INFO] - [connection closed][0m,cloudflare-workers,2026-01-26T14:31:47.131Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWPR,9c40b5642869a562,POST /process-media,telegram-processor,[33m[2026-01-26T14:31:47.131] [INFO] - [connection closed][0m,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[33m[<*>.<*>] [INFO] - [connection closed][0m,undefined,undefined,undefined,[]
[33m[2026-01-26T14:31:47.131] [INFO] - [Disconnecting from 149.154.167.92:443/TCPFull...][0m,cloudflare-workers,2026-01-26T14:31:47.131Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWPQ,9c40b5642869a562,POST /process-media,telegram-processor,[33m[2026-01-26T14:31:47.131] [INFO] - [Disconnecting from 149.154.167.92:443/TCPFull...][0m,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[33m[<*>.<*>] [INFO] - [<*> <*> <IP4>:443/TCPFull...][0m,undefined,undefined,undefined,[]
[35m[2026-01-26T14:31:47.131] [WARN] - [Disconnecting...][0m,cloudflare-workers,2026-01-26T14:31:47.131Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWPP,9c40b5642869a562,POST /process-media,telegram-processor,[35m[2026-01-26T14:31:47.131] [WARN] - [Disconnecting...][0m,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[35m[<*>.<*>] [WARN] - [Disconnecting...][0m,undefined,undefined,undefined,[]
[33m[2026-01-26T14:31:21.519] [INFO] - [Connecting to 149.154.167.92:443/TCPFull...][0m,cloudflare-workers,2026-01-26T14:31:21.519Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWPN,9c40b5642869a562,POST /process-media,telegram-processor,[33m[2026-01-26T14:31:21.519] [INFO] - [Connecting to 149.154.167.92:443/TCPFull...][0m,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[33m[<*>.<*>] [INFO] - [<*> <*> <IP4>:443/TCPFull...][0m,undefined,undefined,undefined,[]
"[33m[2026-01-26T14:31:21.328] [INFO] - [Starting direct file download in chunks of 131072 at 0, stride 131072][0m",cloudflare-workers,2026-01-26T14:31:21.328Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWPM,9c40b5642869a562,POST /process-media,telegram-processor,"[33m[2026-01-26T14:31:21.328] [INFO] - [Starting direct file download in chunks of 131072 at 0, stride 131072][0m",203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,"[33m[<*>.<*>] [INFO] - [Starting direct file download in chunks of 131072 at 0, stride 131072][0m",undefined,undefined,undefined,[]
"[Processor] Photo size check passed (42963 bytes <= 20MB), proceeding with download",cloudflare-workers,2026-01-26T14:31:21.328Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWPK,9c40b5642869a562,POST /process-media,telegram-processor,"[Processor] Photo size check passed (42963 bytes <= 20MB), proceeding with download",203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,"[Processor] Photo size check passed (<*> bytes <= 20MB), proceeding with download",undefined,undefined,undefined,[]
[Processor] Photo max size: 0.04MB,cloudflare-workers,2026-01-26T14:31:21.328Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWPJ,9c40b5642869a562,POST /process-media,telegram-processor,[Processor] Photo max size: 0.04MB,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Photo max size: 0.<*>,undefined,undefined,undefined,[]
"[Processor] Downloading media for message 2141, type: MessageMediaPhoto",cloudflare-workers,2026-01-26T14:31:21.328Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWPH,9c40b5642869a562,POST /process-media,telegram-processor,"[Processor] Downloading media for message 2141, type: MessageMediaPhoto",203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Downloading media for message <*> type: MessageMediaPhoto,undefined,undefined,undefined,[]
[Processor] Fetching message ID: 2141 -> 2141,cloudflare-workers,2026-01-26T14:31:21.134Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWPG,9c40b5642869a562,POST /process-media,telegram-processor,[Processor] Fetching message ID: 2141 -> 2141,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Fetching message ID: <*> -> <*>,undefined,undefined,undefined,[]
[Processor] Successfully resolved channel entity,cloudflare-workers,2026-01-26T14:31:21.134Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWPF,9c40b5642869a562,POST /process-media,telegram-processor,[Processor] Successfully resolved channel entity,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Successfully resolved channel entity,undefined,undefined,undefined,[]
[Processor] Resolving channel entity for chat_id: -1002312202692 -> -1002312202692,cloudflare-workers,2026-01-26T14:31:20.752Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWPE,9c40b5642869a562,POST /process-media,telegram-processor,[Processor] Resolving channel entity for chat_id: -1002312202692 -> -1002312202692,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] <*> <*> <*> for <*>: -1002312202692 -> -1002312202692,undefined,undefined,undefined,[]
[Processor] Connection verified - User: 多加香菜,cloudflare-workers,2026-01-26T14:31:20.752Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWPD,9c40b5642869a562,POST /process-media,telegram-processor,[Processor] Connection verified - User: 多加香菜,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Connection verified - User: 多加香菜,undefined,undefined,undefined,[]
[Processor] Telegram client connected successfully (attempt 1),cloudflare-workers,2026-01-26T14:31:20.556Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWPC,9c40b5642869a562,POST /process-media,telegram-processor,[Processor] Telegram client connected successfully (attempt 1),203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Telegram client connected successfully (attempt 1),undefined,undefined,undefined,[]
[33m[2026-01-26T14:31:20.178] [INFO] - [Using LAYER 198 for initial connect][0m,cloudflare-workers,2026-01-26T14:31:20.178Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWPB,9c40b5642869a562,POST /process-media,telegram-processor,[33m[2026-01-26T14:31:20.178] [INFO] - [Using LAYER 198 for initial connect][0m,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[33m[<*>.<*>] [INFO] - [<*> <*> <*> <*> <*> <*>][0m,undefined,undefined,undefined,[]
[33m[2026-01-26T14:31:20.178] [INFO] - [Connection to 149.154.175.52:80/TCPFull complete!][0m,cloudflare-workers,2026-01-26T14:31:20.178Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWPA,9c40b5642869a562,POST /process-media,telegram-processor,[33m[2026-01-26T14:31:20.178] [INFO] - [Connection to 149.154.175.52:80/TCPFull complete!][0m,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[33m[<*>.<*>] [INFO] - [Connection to <IP4>:80/TCPFull complete!][0m,undefined,undefined,undefined,[]
[33m[2026-01-26T14:31:19.994] [INFO] - [Connecting to 149.154.175.52:80/TCPFull...][0m,cloudflare-workers,2026-01-26T14:31:19.994Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWP9,9c40b5642869a562,POST /process-media,telegram-processor,[33m[2026-01-26T14:31:19.994] [INFO] - [Connecting to 149.154.175.52:80/TCPFull...][0m,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[33m[<*>.<*>] [INFO] - [<*> <*> <IP4>:80/TCPFull...][0m,undefined,undefined,undefined,[]
